practice_input,target_hsn8,target_hsn4,target_hsn6,target_description,difficulty,source
of other cereals,23024000,2302,230240,OF OTHER CEREALS,easy,training_mode
of cereals,23024000,2302,230240,OF OTHER CEREALS,medium,training_mode
of othe cereal,23024000,2302,230240,OF OTHER CEREALS,hard,training_mode
of leguminous plants,23025000,2302,230250,OF LEGUMINOUS PLANTS,easy,training_mode
of plants,23025000,2302,230250,OF LEGUMINOUS PLANTS,medium,training_mode
of leguminou plant,23025000,2302,230250,OF LEGUMINOUS PLANTS,hard,training_mode
residues of starch manufacture and similar,23031000,2303,230310,RESIDUES OF STARCH MANUFACTURE AND SIMILAR RESIDUES,easy,training_mode
residues starch manufacture similar residues,23031000,2303,230310,RESIDUES OF STARCH MANUFACTURE AND SIMILAR RESIDUES,medium,training_mode
residue of starc manufactur and simila,23031000,2303,230310,RESIDUES OF STARCH MANUFACTURE AND SIMILAR RESIDUES,hard,training_mode
beet pulp bagasse and other waste,23032000,2303,230320,"BEET-PULP, BAGASSE AND OTHER WASTE OF SUGAR MANUFACTURE",easy,training_mode
beet bagasse and waste of manufacture,23032000,2303,230320,"BEET-PULP, BAGASSE AND OTHER WASTE OF SUGAR MANUFACTURE",medium,training_mode
beet pulp bagass and othe wast,23032000,2303,230320,"BEET-PULP, BAGASSE AND OTHER WASTE OF SUGAR MANUFACTURE",hard,training_mode
brewing or distilling dregs and waste,23033000,2303,230330,BREWING OR DISTILLING DREGS AND WASTE,easy,training_mode
brewing distilling dregs waste,23033000,2303,230330,BREWING OR DISTILLING DREGS AND WASTE,medium,training_mode
brewin or distillin dreg and wast,23033000,2303,230330,BREWING OR DISTILLING DREGS AND WASTE,hard,training_mode
oil cake and oil cake meal,23040010,2304,230400,"OIL-CAKE AND OIL-CAKE MEAL OF SOYABEAN, EXPELLER VARIETY",easy,training_mode
oil and oil meal of expeller,23040010,2304,230400,"OIL-CAKE AND OIL-CAKE MEAL OF SOYABEAN, EXPELLER VARIETY",medium,training_mode
oil cake of soyabean solvent extracted,23040020,2304,230400,"OIL-CAKE OF SOYABEAN, SOLVENT EXTRACTED (DEFATTED) VARIETY",easy,training_mode
oil of soyabean extracted defatted,23040020,2304,230400,"OIL-CAKE OF SOYABEAN, SOLVENT EXTRACTED (DEFATTED) VARIETY",medium,training_mode
oil cake of soyabea solven extracte,23040020,2304,230400,"OIL-CAKE OF SOYABEAN, SOLVENT EXTRACTED (DEFATTED) VARIETY",hard,training_mode
meal of soyabean solvent extracted defatted,23040030,2304,230400,"MEAL OF SOYABEAN, SOLVENT EXTRACTED (DEFATTED)",easy,training_mode
meal soyabean solvent defatted,23040030,2304,230400,"MEAL OF SOYABEAN, SOLVENT EXTRACTED (DEFATTED)",medium,training_mode
meal of soyabea solven extracte defatte,23040030,2304,230400,"MEAL OF SOYABEAN, SOLVENT EXTRACTED (DEFATTED)",hard,training_mode
other,23040090,2304,230400,OTHER,easy,training_mode
othe,23040090,2304,230400,OTHER,hard,training_mode
oil cake and oil cake meal,23050010,2305,230500,"OIL-CAKE AND OIL-CAKE MEAL OF GROUND-NUT, EXPELLER VARIETY",easy,training_mode
oil and oil meal of nut,23050010,2305,230500,"OIL-CAKE AND OIL-CAKE MEAL OF GROUND-NUT, EXPELLER VARIETY",medium,training_mode
oil cake and oil cake meal,23050020,2305,230500,"OIL-CAKE AND OIL-CAKE MEAL OF GROUND-NUT, SOLVENT EXTRACTED VARIETY (DEFATTED)",easy,training_mode
oil and oil meal of nut,23050020,2305,230500,"OIL-CAKE AND OIL-CAKE MEAL OF GROUND-NUT, SOLVENT EXTRACTED VARIETY (DEFATTED)",medium,training_mode
other,23050090,2305,230500,OTHER,easy,training_mode
othe,23050090,2305,230500,OTHER,hard,training_mode
oil cake and oil cake meal,23061010,2306,230610,"OIL-CAKE AND OIL-CAKE MEAL, DECORTICATED EXPELLER VARIETY",easy,training_mode
oil and oil meal decorticated variety,23061010,2306,230610,"OIL-CAKE AND OIL-CAKE MEAL, DECORTICATED EXPELLER VARIETY",medium,training_mode
oil cake and oil cake meal,23061020,2306,230610,"OIL-CAKE AND OIL-CAKE MEAL, DECORTICATED, SOLVENT EXTRACTED (DEFATTED) VARIETY",easy,training_mode
oil and oil meal decorticated extracted,23061020,2306,230610,"OIL-CAKE AND OIL-CAKE MEAL, DECORTICATED, SOLVENT EXTRACTED (DEFATTED) VARIETY",medium,training_mode
oil cake and oil cake meal,23061030,2306,230610,"OIL-CAKE AND OIL-CAKE MEAL, UNDECORTICATED, EXPELLER VARIETY",easy,training_mode
oil and oil meal undecorticated variety,23061030,2306,230610,"OIL-CAKE AND OIL-CAKE MEAL, UNDECORTICATED, EXPELLER VARIETY",medium,training_mode
oil cake and oil cake meal,23061040,2306,230610,"OIL-CAKE AND OIL-CAKE MEAL, UNDECORTICATED, SOLVENT EXTRACTED (DEFATTED) VARIETY",easy,training_mode
oil and oil meal undecorticated extracted,23061040,2306,230610,"OIL-CAKE AND OIL-CAKE MEAL, UNDECORTICATED, SOLVENT EXTRACTED (DEFATTED) VARIETY",medium,training_mode
other,23061090,2306,230610,OTHER,easy,training_mode
othe,23061090,2306,230610,OTHER,hard,training_mode
oil cake and oil cake meal,23062010,2306,230620,"OIL-CAKE AND OIL-CAKE MEAL, EXPELLER VARIETY",easy,training_mode
oil and oil meal expeller,23062010,2306,230620,"OIL-CAKE AND OIL-CAKE MEAL, EXPELLER VARIETY",medium,training_mode
oil cake and oil cake meal,23062020,2306,230620,"Oil-cake and oil-cake meal, solvent extracted (defatted) variety",easy,training_mode
oil and oil meal solvent defatted,23062020,2306,230620,"Oil-cake and oil-cake meal, solvent extracted (defatted) variety",medium,training_mode
other,23062090,2306,230620,OTHER,easy,training_mode
othe,23062090,2306,230620,OTHER,hard,training_mode
oil cake and oil cake meal,23063010,2306,230630,"OIL-CAKE AND OIL-CAKE MEAL, EXPELLER VARIETY",easy,training_mode
oil and oil meal expeller,23063010,2306,230630,"OIL-CAKE AND OIL-CAKE MEAL, EXPELLER VARIETY",medium,training_mode
oil cake and oil cake meal,23063020,2306,230630,"Oil-cake and oil-cake meal, solvent extracted (defatted) variety",easy,training_mode
oil and oil meal solvent defatted,23063020,2306,230630,"Oil-cake and oil-cake meal, solvent extracted (defatted) variety",medium,training_mode
other,23063090,2306,230630,OTHER,easy,training_mode
othe,23063090,2306,230630,OTHER,hard,training_mode
of low erucic acid rape or,23064100,2306,230641,OF LOW ERUCIC ACID RAPE OR COLZA SEEDS,easy,training_mode
of erucic acid or colza,23064100,2306,230641,OF LOW ERUCIC ACID RAPE OR COLZA SEEDS,medium,training_mode
of low eruci acid rape or,23064100,2306,230641,OF LOW ERUCIC ACID RAPE OR COLZA SEEDS,hard,training_mode
other,23064900,2306,230649,OTHER,easy,training_mode
othe,23064900,2306,230649,OTHER,hard,training_mode
oil cake and oil cake meal,23065010,2306,230650,"OIL-CAKE AND OIL-CAKE MEAL, EXPELLER VARIETY",easy,training_mode
oil and oil meal expeller,23065010,2306,230650,"OIL-CAKE AND OIL-CAKE MEAL, EXPELLER VARIETY",medium,training_mode
oil cake and oil cake meal,23065020,2306,230650,"OIL-CAKE AND OIL-CAKE MEAL, SOLVENT EXTRACTED (DEFATTED) VARIETY",easy,training_mode
oil and oil meal solvent defatted,23065020,2306,230650,"OIL-CAKE AND OIL-CAKE MEAL, SOLVENT EXTRACTED (DEFATTED) VARIETY",medium,training_mode
other,23065090,2306,230650,OTHER,easy,training_mode
othe,23065090,2306,230650,OTHER,hard,training_mode
of palm nuts or kernels,23066000,2306,230660,OF PALM NUTS OR KERNELS,easy,training_mode
of nuts or,23066000,2306,230660,OF PALM NUTS OR KERNELS,medium,training_mode
of palm nuts or kernel,23066000,2306,230660,OF PALM NUTS OR KERNELS,hard,training_mode
oil cake and other solid residues,23067000,2306,230670,"OIL-CAKE AND OTHER SOLID RESIDUES, WHETHER OR NOT GROUND OR IN THE FORM OFPELLETS, RESULTING FROM THE EXTRACTION OFVEGETABLE FATS OR OILS, OTHER THAN THOSEOF HEADING 2304 OR 2305 OF MAIZE (CORN) GERM",easy,training_mode
oil and other residues whether not,23067000,2306,230670,"OIL-CAKE AND OTHER SOLID RESIDUES, WHETHER OR NOT GROUND OR IN THE FORM OFPELLETS, RESULTING FROM THE EXTRACTION OFVEGETABLE FATS OR OILS, OTHER THAN THOSEOF HEADING 2304 OR 2305 OF MAIZE (CORN) GERM",medium,training_mode
oil cake and othe soli residue,23067000,2306,230670,"OIL-CAKE AND OTHER SOLID RESIDUES, WHETHER OR NOT GROUND OR IN THE FORM OFPELLETS, RESULTING FROM THE EXTRACTION OFVEGETABLE FATS OR OILS, OTHER THAN THOSEOF HEADING 2304 OR 2305 OF MAIZE (CORN) GERM",hard,training_mode
of mowra seeds,23069011,2306,230690,OF MOWRA SEEDS,easy,training_mode
of seeds,23069011,2306,230690,OF MOWRA SEEDS,medium,training_mode
of mowr seed,23069011,2306,230690,OF MOWRA SEEDS,hard,training_mode
of mustard seeds,23069012,2306,230690,OF MUSTARD SEEDS,easy,training_mode
of seeds,23069012,2306,230690,OF MUSTARD SEEDS,medium,training_mode
of mustar seed,23069012,2306,230690,OF MUSTARD SEEDS,hard,training_mode
of niger seeds,23069013,2306,230690,OF NIGER SEEDS,easy,training_mode
of seeds,23069013,2306,230690,OF NIGER SEEDS,medium,training_mode
of nige seed,23069013,2306,230690,OF NIGER SEEDS,hard,training_mode
of seasamum seeds,23069014,2306,230690,OF SEASAMUM SEEDS,easy,training_mode
of seeds,23069014,2306,230690,OF SEASAMUM SEEDS,medium,training_mode
of seasamu seed,23069014,2306,230690,OF SEASAMUM SEEDS,hard,training_mode
of mango kernel,23069015,2306,230690,OF MANGO KERNEL,easy,training_mode
of kernel,23069015,2306,230690,OF MANGO KERNEL,medium,training_mode
of mang kerne,23069015,2306,230690,OF MANGO KERNEL,hard,training_mode
of sal de oiled,23069016,2306,230690,OF SAL (DE-OILED),easy,training_mode
of de oiled,23069016,2306,230690,OF SAL (DE-OILED),medium,training_mode
of sal de oile,23069016,2306,230690,OF SAL (DE-OILED),hard,training_mode
of castor seeds,23069017,2306,230690,OF CASTOR SEEDS,easy,training_mode
of seeds,23069017,2306,230690,OF CASTOR SEEDS,medium,training_mode
of casto seed,23069017,2306,230690,OF CASTOR SEEDS,hard,training_mode
of neem seeds,23069018,2306,230690,OF NEEM SEEDS,easy,training_mode
of seeds,23069018,2306,230690,OF NEEM SEEDS,medium,training_mode
of neem seed,23069018,2306,230690,OF NEEM SEEDS,hard,training_mode
of other seeds,23069019,2306,230690,OF OTHER SEEDS,easy,training_mode
of seeds,23069019,2306,230690,OF OTHER SEEDS,medium,training_mode
of othe seed,23069019,2306,230690,OF OTHER SEEDS,hard,training_mode
of mustard seeds,23069021,2306,230690,OF MUSTARD SEEDS,easy,training_mode
of seeds,23069021,2306,230690,OF MUSTARD SEEDS,medium,training_mode
of mustar seed,23069021,2306,230690,OF MUSTARD SEEDS,hard,training_mode
of niger seeds,23069022,2306,230690,OF NIGER SEEDS,easy,training_mode
of seeds,23069022,2306,230690,OF NIGER SEEDS,medium,training_mode
of nige seed,23069022,2306,230690,OF NIGER SEEDS,hard,training_mode
of cardi seeds,23069023,2306,230690,OF CARDI SEEDS,easy,training_mode
of seeds,23069023,2306,230690,OF CARDI SEEDS,medium,training_mode
of card seed,23069023,2306,230690,OF CARDI SEEDS,hard,training_mode
of seasamum seeds,23069024,2306,230690,OF SEASAMUM SEEDS,easy,training_mode
of seeds,23069024,2306,230690,OF SEASAMUM SEEDS,medium,training_mode
of seasamu seed,23069024,2306,230690,OF SEASAMUM SEEDS,hard,training_mode
of mango kernel,23069025,2306,230690,OF MANGO KERNEL,easy,training_mode
of kernel,23069025,2306,230690,OF MANGO KERNEL,medium,training_mode
of mang kerne,23069025,2306,230690,OF MANGO KERNEL,hard,training_mode
of sal de oiled,23069026,2306,230690,OF SAL (DE-OILED),easy,training_mode
of de oiled,23069026,2306,230690,OF SAL (DE-OILED),medium,training_mode
of sal de oile,23069026,2306,230690,OF SAL (DE-OILED),hard,training_mode
of castor seeds,23069027,2306,230690,OF CASTOR SEEDS,easy,training_mode
of seeds,23069027,2306,230690,OF CASTOR SEEDS,medium,training_mode
of casto seed,23069027,2306,230690,OF CASTOR SEEDS,hard,training_mode
of neem seeds,23069028,2306,230690,OF NEEM SEEDS,easy,training_mode
of seeds,23069028,2306,230690,OF NEEM SEEDS,medium,training_mode
of neem seed,23069028,2306,230690,OF NEEM SEEDS,hard,training_mode
of other seeds,23069029,2306,230690,OF OTHER SEEDS,easy,training_mode
of seeds,23069029,2306,230690,OF OTHER SEEDS,medium,training_mode
of othe seed,23069029,2306,230690,OF OTHER SEEDS,hard,training_mode
residues babool seed extraction,23069030,2306,230690,RESIDUES BABOOL SEED EXTRACTION,easy,training_mode
residues seed extraction,23069030,2306,230690,RESIDUES BABOOL SEED EXTRACTION,medium,training_mode
residue baboo seed extractio,23069030,2306,230690,RESIDUES BABOOL SEED EXTRACTION,hard,training_mode
other,23069090,2306,230690,OTHER,easy,training_mode
othe,23069090,2306,230690,OTHER,hard,training_mode
wine lees argol,23070000,2307,230700,WINE LEES; ARGOL,easy,training_mode
wine argol,23070000,2307,230700,WINE LEES; ARGOL,medium,training_mode
wine lees argo,23070000,2307,230700,WINE LEES; ARGOL,hard,training_mode
vegetable materials and vegetable waste vegetable,23080000,2308,230800,"VEGETABLE MATERIALS AND VEGETABLE WASTE, VEGETABLE RESIDUES AND BY-PRODUCTS, WHETHER OR NOT IN THE FORM OF PELLETS, OF A KIND USED IN ANIMAL FEEDING, NOT ELSEWHERE SPECIFIED OR INCLUDED",easy,training_mode
vegetable and vegetable vegetable residues by,23080000,2308,230800,"VEGETABLE MATERIALS AND VEGETABLE WASTE, VEGETABLE RESIDUES AND BY-PRODUCTS, WHETHER OR NOT IN THE FORM OF PELLETS, OF A KIND USED IN ANIMAL FEEDING, NOT ELSEWHERE SPECIFIED OR INCLUDED",medium,training_mode
vegetabl material and vegetabl wast vegetabl,23080000,2308,230800,"VEGETABLE MATERIALS AND VEGETABLE WASTE, VEGETABLE RESIDUES AND BY-PRODUCTS, WHETHER OR NOT IN THE FORM OF PELLETS, OF A KIND USED IN ANIMAL FEEDING, NOT ELSEWHERE SPECIFIED OR INCLUDED",hard,training_mode
dog or cat food put up,23091000,2309,230910,"DOG OR CAT FOOD, PUT UP FOR RETAIL SALE",easy,training_mode
dog cat food up for sale,23091000,2309,230910,"DOG OR CAT FOOD, PUT UP FOR RETAIL SALE",medium,training_mode
compounded animal feed,23099010,2309,230990,COMPOUNDED ANIMAL FEED,easy,training_mode
compounded feed,23099010,2309,230990,COMPOUNDED ANIMAL FEED,medium,training_mode
compounde anima feed,23099010,2309,230990,COMPOUNDED ANIMAL FEED,hard,training_mode
concentrates for compound animal feed,23099020,2309,230990,CONCENTRATES FOR COMPOUND ANIMAL FEED,easy,training_mode
concentrates compound animal,23099020,2309,230990,CONCENTRATES FOR COMPOUND ANIMAL FEED,medium,training_mode
concentrate for compoun anima feed,23099020,2309,230990,CONCENTRATES FOR COMPOUND ANIMAL FEED,hard,training_mode
prawn and shrimps feed,23099031,2309,230990,PRAWN AND SHRIMPS FEED,easy,training_mode
prawn shrimps feed,23099031,2309,230990,PRAWN AND SHRIMPS FEED,medium,training_mode
praw and shrimp feed,23099031,2309,230990,PRAWN AND SHRIMPS FEED,hard,training_mode
fish feed in powdered form,23099032,2309,230990,FISH FEED IN POWDERED FORM,easy,training_mode
fish in powdered,23099032,2309,230990,FISH FEED IN POWDERED FORM,medium,training_mode
fish feed in powdere form,23099032,2309,230990,FISH FEED IN POWDERED FORM,hard,training_mode
other,23099039,2309,230990,OTHER,easy,training_mode
othe,23099039,2309,230990,OTHER,hard,training_mode
other,23099090,2309,230990,OTHER,easy,training_mode
othe,23099090,2309,230990,OTHER,hard,training_mode
flue cured virginia tobacco,24011010,2401,240110,FLUE CURED VIRGINIA TOBACCO,easy,training_mode
flue virginia tobacco,24011010,2401,240110,FLUE CURED VIRGINIA TOBACCO,medium,training_mode
flue cure virgini tobacc,24011010,2401,240110,FLUE CURED VIRGINIA TOBACCO,hard,training_mode
sun cured country natu tobacco,24011020,2401,240110,SUN CURED COUNTRY (NATU) TOBACCO,easy,training_mode
sun country natu,24011020,2401,240110,SUN CURED COUNTRY (NATU) TOBACCO,medium,training_mode
sun cure countr natu tobacc,24011020,2401,240110,SUN CURED COUNTRY (NATU) TOBACCO,hard,training_mode
sun cured virginia tobacco,24011030,2401,240110,SUN CURED VIRGINIA TOBACCO,easy,training_mode
sun virginia tobacco,24011030,2401,240110,SUN CURED VIRGINIA TOBACCO,medium,training_mode
sun cure virgini tobacc,24011030,2401,240110,SUN CURED VIRGINIA TOBACCO,hard,training_mode
burley tobacco,24011040,2401,240110,BURLEY TOBACCO,easy,training_mode
burle tobacc,24011040,2401,240110,BURLEY TOBACCO,hard,training_mode
tobacco for manufacture of biris not,24011050,2401,240110,"TOBACCO FOR MANUFACTURE OF BIRIS, NOT STEMMED",easy,training_mode
tobacco manufacture of not stemmed,24011050,2401,240110,"TOBACCO FOR MANUFACTURE OF BIRIS, NOT STEMMED",medium,training_mode
tobacc for manufactur of biri not,24011050,2401,240110,"TOBACCO FOR MANUFACTURE OF BIRIS, NOT STEMMED",hard,training_mode
tobacco for manufacture of chewing tobacco,24011060,2401,240110,TOBACCO FOR MANUFACTURE OF CHEWING TOBACCO,easy,training_mode
tobacco manufacture of tobacco,24011060,2401,240110,TOBACCO FOR MANUFACTURE OF CHEWING TOBACCO,medium,training_mode
tobacc for manufactur of chewin tobacc,24011060,2401,240110,TOBACCO FOR MANUFACTURE OF CHEWING TOBACCO,hard,training_mode
tobacco for manufacture of cigar and,24011070,2401,240110,TOBACCO FOR MANUFACTURE OF CIGAR AND CHEROOT,easy,training_mode
tobacco manufacture of and cheroot,24011070,2401,240110,TOBACCO FOR MANUFACTURE OF CIGAR AND CHEROOT,medium,training_mode
tobacc for manufactur of ciga and,24011070,2401,240110,TOBACCO FOR MANUFACTURE OF CIGAR AND CHEROOT,hard,training_mode
tobacco for manufacture of hookah tobacco,24011080,2401,240110,TOBACCO FOR MANUFACTURE OF HOOKAH TOBACCO,easy,training_mode
tobacco manufacture of tobacco,24011080,2401,240110,TOBACCO FOR MANUFACTURE OF HOOKAH TOBACCO,medium,training_mode
tobacc for manufactur of hooka tobacc,24011080,2401,240110,TOBACCO FOR MANUFACTURE OF HOOKAH TOBACCO,hard,training_mode
other,24011090,2401,240110,OTHER,easy,training_mode
othe,24011090,2401,240110,OTHER,hard,training_mode
flue cured virginia tobacco,24012010,2401,240120,FLUE CURED VIRGINIA TOBACCO,easy,training_mode
flue virginia tobacco,24012010,2401,240120,FLUE CURED VIRGINIA TOBACCO,medium,training_mode
flue cure virgini tobacc,24012010,2401,240120,FLUE CURED VIRGINIA TOBACCO,hard,training_mode
sun cured country natu tobacco,24012020,2401,240120,SUN CURED COUNTRY (NATU) TOBACCO,easy,training_mode
